"","Acteocina.sp.","Alia.carinata","Allorchestes.angusta","Alvania.compacta","Amphilochidae","Amphipholis.squamata","amphipod.A","amphipod.C","Angustassiminea.californica","Anisogammarus.pugettensis","Aoridae","Apolochus.barnardi","Arcuatula.senhousia","Armandia.brevis","Asteroidea","Bivalve","Brachyura","Cardiidae","Caridea","Cerithiidae","Crangon.franciscorum","Crepidula.sp.","Dorvilleidae","Elasmopus.sp.","Emprosthopharynx.gracilis","Erichsonella.crenulata","Ericthonius.brasiliensis","Eulalia.sp.","Flabelligeridae","Gammaropsis.sp.","gastropod.J","gastropod.S","gastropod.T","Gnorimosphaeroma.oregonense","Grandidierella.japonica","Granulina.margaritula","Haloa.japonica","Heptacarpus.sitchensis","Heptacarpus.sp.","hermit.crab","Heterophoxus.sp.","Hippolyte.sp.","Ianiropsis.analoga","Idotea.resecata","Idotea.sp.","Ischyroceridae","Ischyrocerus.anguipes","Joeropsis.sp.","juvenile.shrimp","Leptochelia.sp.","Lirularia.sp.","Lottia.pelta","Lumbrinereidae","Maera.jerrica","Maldanidae","Mayerella.acanthopoda","Megasyllis.nipponica","Melita.nitida","Metaphoxus.frequens","Mytilidae","Nasageneia.quinsana","Nebalia.sp.","Nemertean","Nereididae","Nereis.sp.","Nudibranchia","Oxydromus.pugettensis","Paracalliopiella.sp.","Paracerceis.cordata","Paracerceis.sculpta","Paracorophium.sp.","Paradexamine.sp.","Paramicrodeutopus.schmitti","Paranthura.elegans","Paranthura.japonica","Phoxocephalidae","Phyllaplysia.taylori","Platynereis.bicanaliculata","Pleocyemata","Protohyale.sp.","Pseudopolydora.paucibranchiata","Pugettia.producta","Pugettia.richii","Rissoidae","Tectura.depicta","Tellinidae","Terebellidae","Tubificida","unknown.amphipod","unknown.amphipod.B","unknown.polychaete.A","unknown.worm","Uromunna.ubiquita","worm.I","Zeuxo.normani","Zygonemertes.sp.","Ampithoe.spp","Aoroides.spp","Calliopius.spp","Cancer.spp","Caprella.spp","Exogone.spp","Haminoea.spp","Lacuna.spp","Monocorophium.spp","Pentidotea.spp","Photis.spp","Podocerus.spp","Polynoid.spp","Phyllodocidae.spp","Pontogeneia.spp"
"BB.B.U1.2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0
"BB.B.U1.2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,25,0,0,0,0,4,0,0,0,80,21,0,0,68,23,0,0,1,0,1,0,0,0,0
"BB.B.U2.2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,34,0,0,2,0,4,0,0,0,0,0
"BB.B.U2.2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,6,29,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,1,4,1,0,0,0,56,11,0,0,1,0,0,0,0,0,1
"BB.B.U2.2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,34,0,0,0,0,0,0,0,0,0,17,0,0,0,0,3,0,0,0,23,20,0,0,298,27,0,0,3,1,0,0,0,0,0
"BB.B.U3.2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,280,0,0,5,0,6,0,0,0,0,0
"BB.B.U3.2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,5,0,2,0,0,14,7,0,1,0,1,0,0,0,0,3
"BB.B.U3.2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,4,5,0,0,211,0,0,0,3,2,1,0,0,0,0
"BB.C.L4.2019",0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,145,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,10,7,0,161,0,0,0,0,0,0
"BB.C.L4.2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3,9,0,0,0,1,29,1,1,19,0,0,0,0,0,1
"BB.C.L4.2021",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,2,0,0,0,7,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,86,0,21,14,0,0,59,41,8,0,111,3,0,0,0,0,2
"BB.C.L5.2019",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,52,0,0,0,0,35,33,0,289,0,0,0,0,0,0
"BB.C.L5.2020",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,1,0,6,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,176,8,3,0,0,0,0,20,1,1,18,0,0,0,0,0,0
"BB.C.L5.2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,2,2,0,0,8,2,0,0,15,0,2,0,0,0,0
"BB.C.L6.2019",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,11,21,0,178,1,0,0,0,0,0
"BB.C.L6.2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,8,2,0,0,0,0,18,0,0,6,0,0,0,0,0,0
"BB.C.L6.2021",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,7,1,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,43,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,259,0,16,14,0,0,22,84,4,0,244,0,1,0,0,0,0
"BB.C.U1.2019",0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,159,0,0,0,0,12,23,0,91,0,0,0,0,0,0
"BB.C.U1.2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,1,6,0,0,11,0,0,0,0,0,0
"BB.C.U1.2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,28,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,0,50,2,0,0,24,68,0,0,92,0,1,0,0,0,1
"BB.C.U2.2019",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,12,6,0,290,0,0,0,0,0,0
"BB.C.U2.2020",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,1,0,0,3,33,4,0,34,0,0,0,0,0,0
"BB.C.U2.2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,9,2,0,0,11,23,0,0,79,1,0,0,0,0,1
"BB.C.U3.2019",0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,6,8,0,220,0,0,0,0,0,0
"BB.C.U3.2020",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,12,0,7,0,0,0,2,28,9,0,45,0,0,0,0,0,0
"BB.C.U3.2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,15,0,4,3,0,0,12,37,0,0,70,1,0,0,0,0,0
"BB.D.L4.2019",0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,14,0,0,11,0,0,3,0,24,2,0,0,0,1
"BB.D.L4.2020",0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,4,80,0,0,358,1,0,5,0,53,493,0,0,0,7
"BB.D.L4.2021",0,1,1,0,0,0,0,0,0,0,0,2,0,98,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,40,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,7,52,0,0,24,25,0,0,0,2,204,0,0,0,4
"BB.D.L5.2019",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,8,0,0,98,0,0,1,4,9,12,0,0,0,1
"BB.D.L5.2020",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,1,1,31,0,0,433,1,0,2,0,28,156,0,0,0,2
"BB.D.L5.2021",0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,12,0,0,278,4,0,1,0,1,212,0,0,0,1
"BB.D.L6.2019",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,10,9,0,0,0,1
"BB.D.L6.2020",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,0,0,1,8,185,0,0,721,3,0,2,0,26,753,0,0,0,16
"BB.D.L6.2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,4,9,0,0,206,0,0,1,1,3,28,0,0,0,2
"BB.D.U1.2019",0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,86,0,0,3,1,53,22,0,0,0,1
"BB.D.U1.2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,1,11,0,0,59,2,0,0,0,17,120,0,0,0,3
"BB.D.U1.2021",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,43,0,3,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,26,154,0,0,104,2,0,2,0,0,736,0,0,0,0
"BB.D.U2.2019",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,5,9,0,0,86,0,0,6,2,34,35,0,0,0,2
"BB.D.U2.2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4,17,0,0,224,0,0,0,0,15,86,0,0,0,7
"BB.D.U2.2021",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,84,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,12,49,0,0,142,11,0,1,0,0,316,0,0,0,1
"BB.D.U3.2019",0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,132,0,0,5,2,21,6,0,0,0,1
"BB.D.U3.2020",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,39,77,0,0,124,1,0,2,0,33,121,0,0,0,10
"BB.D.U3.2021",0,1,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,108,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,22,27,0,0,7,11,0,0,2,0,208,0,0,0,5
"BB.E.L4.2019",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,7,0,1,0,0,0,0,0,0
"BB.E.L4.2020",0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,514,0,46,0,0,0,0,129,17,0,1,0,0,0,0,0,0
"BB.E.L4.2021",0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,2,5,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,198,0,25,0,0,0,0,18,0,0,0,0,0,0,0,0,0
"BB.E.L5.2019",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,3,0,4,0,0,0,0,0,0
"BB.E.L5.2020",0,0,0,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,4,0,0,0,0,49,18,0,1,0,0,0,0,0,0
"BB.E.L5.2021",0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,31,0,1,5,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,530,0,66,0,0,0,0,99,0,0,0,0,0,0,0,0,0
"BB.E.L6.2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,3,0,1,0,0,0,0,0,0
"BB.E.L6.2020",0,0,0,0,0,0,0,0,0,0,0,0,450,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,34,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,568,0,0,0,0,0,0,62,31,0,6,0,0,0,0,0,0
"BB.E.L6.2021",0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,27,0,0,3,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,326,0,17,1,0,0,0,70,3,0,3,0,0,0,0,0,0
"BB.E.U1.2019",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,1,0,7,0,2,0,0,0,0,0,0
"BB.E.U1.2020",0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,118,0,29,0,0,0,0,15,14,0,0,0,0,0,0,0,0
